data;valor
07/02/2023;13.65
08/02/2023;13.65
09/02/2023;13.65
10/02/2023;13.65
13/02/2023;13.65
14/02/2023;13.65
15/02/2023;13.65
16/02/2023;13.65
17/02/2023;13.65
22/02/2023;13.65
23/02/2023;13.65
24/02/2023;13.65
27/02/2023;13.65
28/02/2023;13.65
01/03/2023;13.65
02/03/2023;13.65
03/03/2023;13.65
06/03/2023;13.65
07/03/2023;13.65
08/03/2023;13.65
09/03/2023;13.65
10/03/2023;13.65
13/03/2023;13.65
14/03/2023;13.65
15/03/2023;13.65
16/03/2023;13.65
17/03/2023;13.65
20/03/2023;13.65
21/03/2023;13.65
22/03/2023;13.65
23/03/2023;13.65
24/03/2023;13.65
27/03/2023;13.65
28/03/2023;13.65
29/03/2023;13.65
30/03/2023;13.65
31/03/2023;13.65
03/04/2023;13.65
04/04/2023;13.65
05/04/2023;13.65
06/04/2023;13.65
10/04/2023;13.65
11/04/2023;13.65
12/04/2023;13.65
13/04/2023;13.65
14/04/2023;13.65
17/04/2023;13.65
18/04/2023;13.65
19/04/2023;13.65
20/04/2023;13.65
24/04/2023;13.65
25/04/2023;13.65
26/04/2023;13.65
27/04/2023;13.65
28/04/2023;13.65
02/05/2023;13.65
03/05/2023;13.65
04/05/2023;13.65
05/05/2023;13.65
08/05/2023;13.65
09/05/2023;13.65
10/05/2023;13.65
11/05/2023;13.65
12/05/2023;13.65
15/05/2023;13.65
16/05/2023;13.65
17/05/2023;13.65
18/05/2023;13.65
19/05/2023;13.65
22/05/2023;13.65
23/05/2023;13.65
24/05/2023;13.65
25/05/2023;13.65
26/05/2023;13.65
29/05/2023;13.65
30/05/2023;13.65
31/05/2023;13.65
01/06/2023;13.65
02/06/2023;13.65
05/06/2023;13.65
06/06/2023;13.65
07/06/2023;13.65
09/06/2023;13.65
12/06/2023;13.65
13/06/2023;13.65
14/06/2023;13.65
15/06/2023;13.65
16/06/2023;13.65
19/06/2023;13.65
20/06/2023;13.65
21/06/2023;13.65
22/06/2023;13.65
23/06/2023;13.65
26/06/2023;13.65
27/06/2023;13.65
28/06/2023;13.65
29/06/2023;13.65
30/06/2023;13.65
03/07/2023;13.65
04/07/2023;13.65
05/07/2023;13.65
06/07/2023;13.65
07/07/2023;13.65
10/07/2023;13.65
11/07/2023;13.65
12/07/2023;13.65
13/07/2023;13.65
14/07/2023;13.65
17/07/2023;13.65
18/07/2023;13.65
19/07/2023;13.65
20/07/2023;13.65
21/07/2023;13.65
24/07/2023;13.65
25/07/2023;13.65
26/07/2023;13.65
27/07/2023;13.65
28/07/2023;13.65
31/07/2023;13.65
01/08/2023;13.65
02/08/2023;13.65
03/08/2023;13.61
04/08/2023;13.57
07/08/2023;13.52
08/08/2023;13.48
09/08/2023;13.44
10/08/2023;13.40
11/08/2023;13.36
14/08/2023;13.32
15/08/2023;13.28
16/08/2023;13.23
17/08/2023;13.19
18/08/2023;13.15
21/08/2023;13.15
22/08/2023;13.15
23/08/2023;13.15
24/08/2023;13.15
25/08/2023;13.15
28/08/2023;13.15
29/08/2023;13.15
30/08/2023;13.15
31/08/2023;13.15
01/09/2023;13.15
04/09/2023;13.15
05/09/2023;13.15
06/09/2023;13.15
08/09/2023;13.15
11/09/2023;13.15
12/09/2023;13.15
13/09/2023;13.15
14/09/2023;13.15
15/09/2023;13.15
18/09/2023;13.15
19/09/2023;13.15
20/09/2023;13.15
21/09/2023;13.11
22/09/2023;13.07
25/09/2023;13.02
26/09/2023;12.98
27/09/2023;12.94
28/09/2023;12.90
29/09/2023;12.86
02/10/2023;12.82
03/10/2023;12.78
04/10/2023;12.73
05/10/2023;12.69
06/10/2023;12.65
09/10/2023;12.65
10/10/2023;12.65
11/10/2023;12.65
13/10/2023;12.65
16/10/2023;12.65
17/10/2023;12.65
18/10/2023;12.65
19/10/2023;12.65
20/10/2023;12.65
23/10/2023;12.65
24/10/2023;12.65
25/10/2023;12.65
26/10/2023;12.65
27/10/2023;12.65
30/10/2023;12.65
31/10/2023;12.65
01/11/2023;12.65
03/11/2023;12.61
06/11/2023;12.57
07/11/2023;12.52
08/11/2023;12.48
09/11/2023;12.44
10/11/2023;12.40
13/11/2023;12.36
14/11/2023;12.32
16/11/2023;12.28
17/11/2023;12.23
20/11/2023;12.19
21/11/2023;12.15
22/11/2023;12.15
23/11/2023;12.15
24/11/2023;12.15
27/11/2023;12.15
28/11/2023;12.15
29/11/2023;12.15
30/11/2023;12.15
01/12/2023;12.15
04/12/2023;12.15
05/12/2023;12.15
06/12/2023;12.15
07/12/2023;12.15
08/12/2023;12.15
11/12/2023;12.15
12/12/2023;12.15
13/12/2023;12.15
14/12/2023;12.11
15/12/2023;12.07
18/12/2023;12.02
19/12/2023;11.98
20/12/2023;11.94
21/12/2023;11.90
22/12/2023;11.86
26/12/2023;11.82
27/12/2023;11.78
28/12/2023;11.73
29/12/2023;11.69
02/01/2024;11.65
03/01/2024;11.65
04/01/2024;11.65
05/01/2024;11.65
08/01/2024;11.65
09/01/2024;11.65
10/01/2024;11.65
11/01/2024;11.65
12/01/2024;11.65
15/01/2024;11.65
16/01/2024;11.65
17/01/2024;11.65
18/01/2024;11.65
19/01/2024;11.65
22/01/2024;11.65
23/01/2024;11.65
24/01/2024;11.65
25/01/2024;11.65
26/01/2024;11.65
29/01/2024;11.65
30/01/2024;11.65
31/01/2024;11.65
01/02/2024;11.61
02/02/2024;11.57
05/02/2024;11.52
06/02/2024;11.48
07/02/2024;11.44
08/02/2024;11.40
09/02/2024;11.36
14/02/2024;11.32
15/02/2024;11.28
16/02/2024;11.23
19/02/2024;11.19
20/02/2024;11.15
21/02/2024;11.15
22/02/2024;11.15
23/02/2024;11.15
26/02/2024;11.15
27/02/2024;11.15
28/02/2024;11.15
29/02/2024;11.15
01/03/2024;11.15
04/03/2024;11.15
05/03/2024;11.15
06/03/2024;11.15
07/03/2024;11.15
08/03/2024;11.15
11/03/2024;11.15
12/03/2024;11.15
13/03/2024;11.15
14/03/2024;11.15
15/03/2024;11.15
18/03/2024;11.15
19/03/2024;11.15
20/03/2024;11.15
21/03/2024;11.11
22/03/2024;11.07
25/03/2024;11.02
26/03/2024;10.98
27/03/2024;10.94
28/03/2024;10.90
01/04/2024;10.86
02/04/2024;10.82
03/04/2024;10.78
04/04/2024;10.73
05/04/2024;10.69
08/04/2024;10.65
09/04/2024;10.65
10/04/2024;10.65
11/04/2024;10.65
12/04/2024;10.65
15/04/2024;10.65
16/04/2024;10.65
17/04/2024;10.65
18/04/2024;10.65
19/04/2024;10.65
22/04/2024;10.65
23/04/2024;10.65
24/04/2024;10.65
25/04/2024;10.65
26/04/2024;10.65
29/04/2024;10.65
30/04/2024;10.65
02/05/2024;10.65
03/05/2024;10.65
06/05/2024;10.65
07/05/2024;10.65
08/05/2024;10.65
09/05/2024;10.63
10/05/2024;10.61
13/05/2024;10.59
14/05/2024;10.57
15/05/2024;10.55
16/05/2024;10.52
17/05/2024;10.50
20/05/2024;10.48
21/05/2024;10.46
22/05/2024;10.44
23/05/2024;10.42
24/05/2024;10.40
27/05/2024;10.40
28/05/2024;10.40
29/05/2024;10.40
31/05/2024;10.40
03/06/2024;10.40
04/06/2024;10.40
05/06/2024;10.40
06/06/2024;10.40
07/06/2024;10.40
10/06/2024;10.40
11/06/2024;10.40
12/06/2024;10.40
13/06/2024;10.40
14/06/2024;10.40
17/06/2024;10.40
18/06/2024;10.40
19/06/2024;10.40
20/06/2024;10.40
21/06/2024;10.40
24/06/2024;10.40
25/06/2024;10.40
26/06/2024;10.40
27/06/2024;10.40
28/06/2024;10.40
01/07/2024;10.40
02/07/2024;10.40
03/07/2024;10.40
04/07/2024;10.40
05/07/2024;10.40
08/07/2024;10.40
09/07/2024;10.40
10/07/2024;10.40
11/07/2024;10.40
12/07/2024;10.40
15/07/2024;10.40
16/07/2024;10.40
17/07/2024;10.40
18/07/2024;10.40
19/07/2024;10.40
22/07/2024;10.40
23/07/2024;10.40
24/07/2024;10.40
25/07/2024;10.40
26/07/2024;10.40
29/07/2024;10.40
30/07/2024;10.40
31/07/2024;10.40
01/08/2024;10.40
02/08/2024;10.40
05/08/2024;10.40
06/08/2024;10.40
07/08/2024;10.40
08/08/2024;10.40
09/08/2024;10.40
12/08/2024;10.40
13/08/2024;10.40
14/08/2024;10.40
15/08/2024;10.40
16/08/2024;10.40
19/08/2024;10.40
20/08/2024;10.40
21/08/2024;10.40
22/08/2024;10.40
23/08/2024;10.40
26/08/2024;10.40
27/08/2024;10.40
28/08/2024;10.40
29/08/2024;10.40
30/08/2024;10.40
02/09/2024;10.40
03/09/2024;10.40
04/09/2024;10.40
05/09/2024;10.40
06/09/2024;10.40
09/09/2024;10.40
10/09/2024;10.40
11/09/2024;10.40
12/09/2024;10.40
13/09/2024;10.40
16/09/2024;10.40
17/09/2024;10.40
18/09/2024;10.40
19/09/2024;10.42
20/09/2024;10.44
23/09/2024;10.46
24/09/2024;10.48
25/09/2024;10.50
26/09/2024;10.52
27/09/2024;10.55
30/09/2024;10.57
01/10/2024;10.59
02/10/2024;10.61
03/10/2024;10.63
04/10/2024;10.65
07/10/2024;10.65
08/10/2024;10.65
09/10/2024;10.65
10/10/2024;10.65
11/10/2024;10.65
14/10/2024;10.65
15/10/2024;10.65
16/10/2024;10.65
17/10/2024;10.65
18/10/2024;10.65
21/10/2024;10.65
22/10/2024;10.65
23/10/2024;10.65
24/10/2024;10.65
25/10/2024;10.65
28/10/2024;10.65
29/10/2024;10.65
30/10/2024;10.65
31/10/2024;10.65
01/11/2024;10.65
04/11/2024;10.65
05/11/2024;10.65
06/11/2024;10.65
07/11/2024;10.69
08/11/2024;10.73
11/11/2024;10.78
12/11/2024;10.82
13/11/2024;10.86
14/11/2024;10.90
18/11/2024;10.94
19/11/2024;10.98
21/11/2024;11.02
22/11/2024;11.07
25/11/2024;11.11
26/11/2024;11.15
27/11/2024;11.15
28/11/2024;11.15
29/11/2024;11.15
02/12/2024;11.15
03/12/2024;11.15
04/12/2024;11.15
05/12/2024;11.15
06/12/2024;11.15
09/12/2024;11.15
10/12/2024;11.15
11/12/2024;11.15
12/12/2024;11.23
13/12/2024;11.32
16/12/2024;11.40
17/12/2024;11.48
18/12/2024;11.57
19/12/2024;11.65
20/12/2024;11.73
23/12/2024;11.82
24/12/2024;11.90
26/12/2024;11.98
27/12/2024;12.07
30/12/2024;12.15
31/12/2024;12.15
02/01/2025;12.15
03/01/2025;12.15
06/01/2025;12.15
07/01/2025;12.15
08/01/2025;12.15
09/01/2025;12.15
10/01/2025;12.15
13/01/2025;12.15
14/01/2025;12.15
15/01/2025;12.15
16/01/2025;12.15
17/01/2025;12.15
20/01/2025;12.15
21/01/2025;12.15
22/01/2025;12.15
23/01/2025;12.15
24/01/2025;12.15
27/01/2025;12.15
28/01/2025;12.15
29/01/2025;12.15
30/01/2025;12.23
31/01/2025;12.32
03/02/2025;12.40
04/02/2025;12.48
05/02/2025;12.57
06/02/2025;12.65
07/02/2025;12.73
10/02/2025;12.82
11/02/2025;12.90
12/02/2025;12.98
13/02/2025;13.07
14/02/2025;13.15
17/02/2025;13.15
18/02/2025;13.15
19/02/2025;13.15
20/02/2025;13.15
21/02/2025;13.15
24/02/2025;13.15
25/02/2025;13.15
26/02/2025;13.15
27/02/2025;13.15
28/02/2025;13.15
05/03/2025;13.15
06/03/2025;13.15
07/03/2025;13.15
10/03/2025;13.15
11/03/2025;13.15
12/03/2025;13.15
13/03/2025;13.15
14/03/2025;13.15
